Transaction ID,Timestamp,Item ID,Supplier ID,Customer ID,Location,Temperature,Humidity,GPS Coordinates,Order Amount,Quantity Shipped,Order Status,Payment Status,Time to Delivery,Quantity Mismatch,Fraud Indicator,Transaction Hash,Smart Contract Status,Compliance Check
TX03112,58:29.8,9035,S9,C2,SF,16.19290861,50.09685399,"(37.7203, -117.1592)",2936,155,Pending,Overdue,1,2,1,0xee7b,Triggered,0
TX03113,58:29.8,9743,S7,C6,NY,7.540454324,78.22091919,"(36.1553, -78.4043)",2292,181,Delivered,Paid,1,11,1,0xe368,Completed,1
TX03114,58:29.8,9740,S1,C7,SF,10.40165669,72.06957331,"(34.2481, -80.5367)",1570,73,Delivered,Paid,4,1,1,0x1d3b,Triggered,0
TX03115,58:29.8,9352,S2,C6,LA,7.762755187,66.20100141,"(40.0769, -78.5588)",1814,134,Pending,Paid,9,1,1,0xa17c,Completed,0
TX03116,58:29.8,9675,S6,C3,LA,11.65192455,64.47953708,"(40.295, -82.8219)",2785,131,Pending,Overdue,5,7,0,0xd11d,Completed,1
TX03117,58:29.8,9898,S7,C5,NY,11.17621166,54.40504488,"(34.8618, -82.4004)",2403,121,Shipped,Paid,8,8,1,0x4b63,Active,0
TX03118,58:29.8,9072,S3,C8,NY,5.72094266,65.65277193,"(37.817, -104.1789)",2143,72,Pending,Overdue,3,7,0,0x4b6b,Completed,0
TX03119,58:29.8,9647,S9,C6,LA,17.45746918,69.00101693,"(35.2309, -119.9699)",1771,58,Pending,Overdue,4,7,1,0x75d7,Active,1
TX03120,58:29.8,9352,S7,C2,Chicago,17.81279744,41.26923906,"(39.141, -87.329)",1537,74,Pending,Overdue,5,10,1,0x3ae2,Triggered,0
TX03121,58:29.8,9890,S6,C7,Chicago,16.81260866,44.70760165,"(37.1047, -112.609)",1543,81,Shipped,Paid,2,3,1,0xf402,Active,0
TX03122,58:29.8,9069,S6,C8,LA,17.71409905,52.60441686,"(35.1565, -112.4293)",1951,184,Shipped,Paid,3,4,0,0xad57,Completed,1
TX03123,58:29.8,9424,S1,C4,Chicago,16.26318553,52.92513668,"(34.4497, -103.8158)",1450,146,Shipped,Overdue,1,12,1,0x156f,Completed,1
TX03124,58:29.8,9998,S5,C1,LA,19.06226668,76.02063738,"(38.9293, -99.8802)",2418,111,Shipped,Overdue,7,2,0,0xd658,Triggered,1
TX03125,58:29.8,9707,S10,C2,SF,13.64588375,67.38021595,"(35.0038, -83.2733)",1885,194,Delivered,Paid,6,7,0,0xa902,Active,0
TX03126,58:29.8,9780,S3,C4,SF,13.7396382,54.94017927,"(36.2964, -92.8794)",1441,135,Shipped,Paid,2,2,1,0x5713,Completed,1
TX03127,58:29.8,9560,S7,C7,SF,17.89864863,72.36808611,"(35.9655, -93.2254)",2843,107,Shipped,Paid,9,6,1,0x3718,Completed,0
TX03128,58:29.8,9827,S10,C2,Chicago,10.2412332,52.92779486,"(35.0373, -90.5025)",2180,78,Pending,Paid,3,5,1,0x0924,Triggered,0
TX03129,58:29.8,9641,S3,C6,SF,5.751235313,79.630246,"(38.5853, -96.6318)",2153,105,Shipped,Overdue,3,5,0,0x1910,Triggered,1
TX03130,58:29.8,9955,S5,C2,NY,16.24783093,71.26479233,"(35.7367, -96.1879)",2258,166,Shipped,Paid,1,0,0,0x71af,Active,0
TX03131,58:29.8,9516,S7,C7,NY,8.818837691,72.33560113,"(41.1768, -114.3631)",2475,164,Pending,Overdue,7,14,0,0x8b1a,Triggered,0
TX03132,58:29.8,9427,S3,C2,SF,12.11353718,50.43890159,"(39.6298, -114.8829)",2072,112,Shipped,Overdue,1,12,1,0x3798,Completed,1
TX03133,58:29.8,9538,S10,C3,NY,8.606597535,45.801353,"(36.7052, -89.2276)",1368,96,Pending,Overdue,8,11,1,0xf41f,Triggered,1
TX03134,58:29.8,9159,S2,C9,SF,17.40636278,55.58156189,"(38.4818, -89.4781)",1404,123,Delivered,Overdue,2,11,1,0x4443,Active,0
TX03135,58:29.8,9148,S6,C4,SF,19.37439448,53.36943002,"(41.7069, -76.3676)",2552,64,Pending,Overdue,3,11,1,0x4e40,Triggered,1
TX03136,58:29.8,9775,S8,C5,LA,5.825346554,70.7932856,"(41.319, -97.7326)",2132,169,Pending,Overdue,9,7,1,0xe1bf,Completed,0
TX03137,58:29.8,9229,S4,C9,SF,8.500574472,46.97152479,"(36.7283, -107.4183)",1716,106,Delivered,Paid,8,8,1,0xb618,Active,1
TX03138,58:29.8,9711,S9,C7,NY,7.843431857,61.0986514,"(38.6055, -99.5889)",2119,184,Pending,Overdue,6,3,1,0x5e91,Triggered,0
TX03139,58:29.8,9561,S8,C8,Chicago,15.09805269,65.12773199,"(41.9562, -95.8991)",2522,151,Pending,Overdue,7,14,0,0x8d28,Active,0
TX03140,58:29.8,9066,S7,C3,SF,11.430176,55.40661944,"(36.6319, -91.3819)",1898,67,Delivered,Overdue,1,3,1,0x80a8,Completed,0
TX03141,58:29.8,9811,S7,C4,LA,11.84392495,48.02429252,"(34.3497, -115.0146)",2577,131,Pending,Overdue,1,7,0,0x0967,Triggered,0
TX03142,58:29.8,9380,S3,C7,NY,7.356186266,75.826672,"(39.3093, -114.4497)",2711,55,Delivered,Paid,2,12,0,0xd4cc,Active,0
TX03143,58:29.8,9057,S6,C4,LA,11.22101962,45.55360183,"(40.0433, -117.2141)",2139,92,Delivered,Overdue,6,5,0,0x8681,Active,1
TX03144,58:29.8,9258,S5,C2,SF,9.548424209,52.15217496,"(38.7511, -89.4683)",1350,90,Delivered,Paid,7,7,1,0xcf04,Active,0
TX03145,58:29.8,9341,S1,C10,SF,14.16786372,70.26269517,"(40.2368, -80.1435)",1670,125,Shipped,Overdue,2,6,0,0xf319,Triggered,0
TX03146,58:29.8,9837,S3,C6,SF,8.258573431,64.21246121,"(36.4979, -87.6376)",2661,100,Delivered,Paid,3,7,1,0x0c1d,Completed,0
TX03147,58:29.8,9129,S1,C9,SF,14.22217012,69.22582197,"(34.6458, -82.6592)",1384,110,Pending,Paid,2,14,1,0x0a18,Triggered,0
TX03148,58:29.8,9726,S4,C2,NY,10.66617788,72.35066523,"(41.1218, -86.3104)",1347,143,Shipped,Paid,2,13,1,0x673b,Triggered,1
TX03149,58:29.8,9171,S10,C1,Chicago,10.19441843,75.8157155,"(36.2506, -117.1945)",2622,68,Pending,Overdue,1,3,0,0xa434,Triggered,0
TX03150,58:29.8,9769,S3,C8,SF,9.583349512,52.18260062,"(37.3728, -107.8214)",2651,170,Delivered,Overdue,1,10,0,0x4cf2,Active,0
TX03151,58:29.8,9613,S4,C1,LA,15.10750241,58.97220641,"(38.2415, -102.2762)",1502,70,Shipped,Overdue,8,10,0,0x5a57,Completed,1
TX03152,58:29.8,9208,S9,C1,NY,13.43627608,67.53240575,"(35.0879, -82.3492)",2604,129,Pending,Paid,2,1,0,0x7e9d,Completed,0
TX03153,58:29.8,9802,S3,C3,NY,17.7758255,71.78982655,"(40.9173, -83.4085)",1512,120,Shipped,Paid,8,0,0,0x4c32,Completed,0
TX03154,58:29.8,9353,S6,C5,NY,8.624152664,63.11267056,"(35.6829, -100.7178)",1847,103,Shipped,Overdue,9,4,0,0xa241,Completed,1
TX03155,58:29.8,9470,S6,C9,LA,5.601793691,60.54992712,"(35.3717, -90.0658)",1202,155,Delivered,Paid,8,9,1,0xb6f1,Triggered,1
TX03156,58:29.8,9797,S7,C10,Chicago,7.730352228,67.67054182,"(40.4398, -93.8309)",1035,132,Shipped,Overdue,4,9,1,0x0d3a,Active,0
TX03157,58:29.8,9115,S9,C2,LA,10.15034546,55.28115964,"(38.3689, -87.826)",2636,75,Pending,Paid,9,8,1,0xccaf,Triggered,0
TX03158,58:29.8,9263,S7,C1,LA,7.694824855,75.74817185,"(34.9085, -108.8554)",2871,189,Shipped,Paid,1,7,0,0x172b,Completed,1
TX03159,58:29.8,9661,S1,C1,LA,6.252660163,48.48875742,"(36.5094, -96.0372)",1698,54,Shipped,Overdue,3,13,0,0x0d30,Active,1
TX03160,58:29.8,9811,S8,C8,SF,11.6800771,75.3601684,"(41.8082, -81.1644)",1572,75,Delivered,Overdue,3,6,1,0x6de6,Active,0
TX03161,58:29.8,9441,S5,C10,SF,15.15400496,65.74466799,"(35.9764, -109.5157)",1331,182,Delivered,Overdue,6,0,0,0xa79e,Completed,1
TX03162,58:29.8,9547,S9,C10,LA,16.2735615,64.02633817,"(37.4852, -76.1409)",2757,131,Delivered,Paid,6,9,0,0x2885,Active,1
TX03163,58:29.8,9452,S10,C10,LA,10.98090987,58.79819454,"(35.2196, -76.9376)",1747,55,Delivered,Paid,7,3,1,0x161c,Triggered,1
TX03164,58:29.8,9844,S5,C2,SF,12.17066892,46.18984171,"(35.5234, -80.1104)",2283,50,Delivered,Overdue,7,10,1,0x1d83,Triggered,1
TX03165,58:29.8,9476,S5,C9,SF,16.3320574,74.59736561,"(40.6423, -80.2956)",1118,124,Shipped,Paid,9,1,1,0xbc0d,Triggered,1
TX03166,58:29.8,9286,S2,C9,Chicago,10.29061745,42.10135834,"(41.1341, -110.1839)",2328,175,Delivered,Overdue,6,13,0,0xd1f4,Active,1
TX03167,58:29.8,9302,S3,C2,LA,16.77149317,50.79862668,"(40.2296, -89.3068)",2832,129,Shipped,Paid,2,8,0,0x770f,Completed,0
TX03168,58:29.8,9310,S10,C3,NY,19.51064098,44.38826988,"(41.0314, -97.9359)",2765,139,Delivered,Overdue,5,9,1,0x6f95,Completed,0
TX03169,58:29.8,9207,S9,C2,Chicago,18.20720935,44.27341248,"(37.3076, -87.32)",2211,98,Delivered,Paid,1,10,0,0xdd0c,Active,1
TX03170,58:29.8,9617,S7,C6,NY,11.80393005,55.61691061,"(36.1587, -83.0975)",2223,131,Pending,Paid,3,13,1,0xc9e0,Triggered,1
TX03171,58:29.8,9445,S1,C7,Chicago,13.69277742,46.41702774,"(36.2878, -118.0554)",2223,86,Delivered,Paid,4,12,1,0x4000,Completed,0
TX03172,58:29.8,9669,S3,C6,LA,15.7463958,63.25543144,"(38.4118, -82.3812)",2912,139,Delivered,Overdue,5,2,0,0x3eb4,Completed,0
TX03173,58:29.8,9632,S2,C3,NY,10.23950664,65.08635759,"(39.5238, -75.4818)",1788,50,Shipped,Overdue,8,12,1,0xb796,Completed,0
TX03174,58:29.8,9054,S1,C3,SF,16.9885715,75.2837491,"(35.1258, -104.4945)",1039,86,Shipped,Overdue,4,8,0,0x46c0,Completed,1
TX03175,58:29.8,9911,S9,C2,Chicago,11.55375493,51.98671706,"(37.0395, -117.3833)",1967,68,Delivered,Overdue,8,4,0,0x97a0,Active,1
TX03176,58:29.8,9011,S8,C2,NY,17.70262337,52.36713534,"(34.344, -118.675)",1860,163,Delivered,Paid,8,11,0,0x6e2b,Completed,0
TX03177,58:29.8,9656,S5,C5,Chicago,8.821008424,49.85474899,"(37.271, -81.9858)",1846,105,Pending,Paid,7,1,1,0x1214,Active,1
TX03178,58:29.8,9399,S2,C8,LA,5.170670845,71.27241328,"(39.6771, -99.8956)",2613,116,Pending,Overdue,9,9,0,0x7e97,Triggered,0
TX03179,58:29.8,9907,S1,C6,NY,14.49032594,57.12240321,"(36.1121, -119.2993)",2637,84,Shipped,Paid,9,3,1,0x389a,Completed,1
TX03180,58:29.8,9647,S7,C9,NY,11.77833676,62.09688053,"(35.403, -102.5765)",2481,133,Shipped,Paid,7,5,0,0xf2df,Triggered,1
TX03181,58:29.8,9979,S2,C5,NY,5.897346755,54.98470045,"(36.9637, -108.3287)",2754,75,Shipped,Paid,6,7,0,0x59d3,Triggered,1
TX03182,58:29.8,9514,S1,C10,Chicago,12.3141853,46.27251718,"(41.977, -99.8679)",2191,71,Shipped,Paid,3,2,0,0x8bf0,Active,0
TX03183,58:29.8,9655,S2,C4,SF,7.528547681,44.10118835,"(36.1427, -101.6821)",1244,191,Shipped,Overdue,1,8,1,0xf452,Active,1
TX03184,58:29.8,9541,S7,C9,SF,14.44623744,74.73093865,"(36.2353, -104.1558)",2946,66,Pending,Overdue,2,3,1,0x9c93,Triggered,0
TX03185,58:29.8,9236,S7,C10,SF,11.67568366,50.61926727,"(35.007, -119.9619)",1169,108,Pending,Overdue,5,14,0,0xe1b3,Active,0
TX03186,58:29.8,9278,S10,C5,LA,7.566871279,77.66479662,"(37.933, -97.9886)",2895,138,Shipped,Overdue,9,9,1,0x31b5,Triggered,0
TX03187,58:29.8,9347,S6,C1,NY,11.17908421,77.89173765,"(35.2557, -82.5294)",2273,108,Pending,Overdue,9,14,1,0x1d08,Active,1
TX03188,58:29.8,9626,S5,C5,SF,8.490632123,59.15686229,"(35.5344, -85.3415)",1893,129,Pending,Overdue,7,12,0,0x81be,Active,0
TX03189,58:29.8,9103,S3,C5,SF,14.79645171,78.34352906,"(35.5222, -107.3431)",1482,179,Shipped,Overdue,6,6,0,0xc71c,Completed,1
TX03190,58:29.8,9629,S3,C5,NY,9.427150611,41.13948865,"(36.1591, -109.6685)",1419,139,Delivered,Overdue,7,2,0,0xb751,Triggered,1
TX03191,58:29.8,9516,S9,C2,LA,17.33026025,43.66602319,"(41.6206, -108.1442)",1650,171,Shipped,Overdue,6,10,1,0x0c4e,Triggered,1
TX03192,58:29.8,9979,S4,C6,Chicago,5.212448082,49.7323872,"(37.8797, -86.9172)",1076,61,Shipped,Overdue,5,11,0,0xd5a9,Active,1
TX03193,58:29.8,9871,S9,C5,Chicago,11.05126965,48.36773607,"(36.5531, -119.4735)",1034,59,Shipped,Paid,6,9,0,0xe53a,Completed,1
TX03194,58:29.8,9247,S4,C2,Chicago,14.25620683,50.10551381,"(40.0935, -107.2185)",2524,169,Pending,Overdue,1,1,0,0x6421,Active,0
TX03195,58:29.8,9363,S2,C10,NY,5.339124267,58.09177322,"(40.9855, -97.8981)",2876,51,Shipped,Paid,5,8,0,0x591e,Completed,0
TX03196,58:29.8,9320,S4,C8,LA,8.237628538,42.51685413,"(38.9953, -77.2068)",1292,65,Delivered,Overdue,1,8,0,0x00ef,Completed,0
TX03197,58:29.8,9632,S6,C6,NY,9.911299393,62.21553135,"(40.9597, -84.3313)",2515,155,Shipped,Paid,5,11,0,0x294f,Triggered,1
TX03198,58:29.8,9285,S6,C10,Chicago,5.327668319,52.378169,"(38.2458, -112.382)",1139,172,Shipped,Overdue,2,5,0,0x2b4d,Triggered,0
TX03199,58:29.8,9148,S5,C3,SF,13.20036057,42.86190129,"(40.7284, -115.7724)",2457,85,Delivered,Overdue,5,3,0,0xffe4,Completed,1
TX03200,58:29.8,9083,S1,C9,SF,14.46302584,70.12837076,"(41.0997, -85.5185)",2944,183,Pending,Paid,4,1,0,0xea64,Triggered,1
TX03201,58:29.8,9965,S3,C4,SF,8.412833777,66.13719077,"(40.4276, -103.0261)",1987,154,Pending,Paid,4,14,0,0x356f,Active,0
TX03202,58:29.8,9405,S5,C3,Chicago,13.15224091,71.7372026,"(34.6797, -87.2871)",1830,150,Shipped,Overdue,6,6,1,0x436f,Active,1
TX03203,58:29.8,9977,S6,C7,LA,19.98690334,77.56935833,"(41.8245, -81.3717)",1374,144,Delivered,Overdue,8,13,0,0xd7b2,Active,1
TX03204,58:29.8,9455,S1,C8,Chicago,18.30378932,63.43060975,"(40.7311, -91.5462)",2643,154,Pending,Overdue,6,3,1,0x4178,Active,0
TX03205,58:29.8,9742,S9,C7,NY,5.879912474,71.46864009,"(34.9301, -81.1526)",1503,179,Pending,Overdue,1,2,1,0xda65,Completed,1
TX03206,58:29.8,9799,S3,C1,LA,6.918236966,47.96730834,"(35.7763, -108.0977)",1465,184,Delivered,Overdue,9,12,0,0x2e18,Completed,0
TX03207,58:29.8,9160,S10,C1,SF,12.41604982,56.41467823,"(40.0469, -87.7392)",2289,70,Delivered,Paid,4,9,0,0x53ea,Active,0
TX03208,58:29.8,9783,S3,C5,LA,8.678016723,61.2028395,"(34.5805, -108.6618)",2849,157,Delivered,Overdue,7,10,1,0x7996,Active,1
TX03209,58:29.8,9459,S2,C8,LA,6.214538558,61.64855224,"(40.5415, -77.2688)",1102,92,Pending,Paid,1,12,1,0xc781,Triggered,0
TX03210,58:29.8,9549,S8,C10,Chicago,8.818317391,68.73349254,"(36.1305, -85.7707)",2538,126,Shipped,Overdue,9,1,0,0x4979,Completed,0
TX03211,58:29.8,9499,S3,C3,LA,5.917671465,71.83764103,"(38.0451, -102.8972)",1708,185,Delivered,Paid,3,1,1,0x678f,Completed,1
TX03212,58:29.8,9737,S6,C8,Chicago,12.94868663,66.67411707,"(41.1849, -95.3308)",2846,166,Shipped,Overdue,3,9,1,0x458a,Completed,0
TX03213,58:29.8,9508,S2,C3,NY,12.35375156,41.88981957,"(39.5341, -93.34)",2931,191,Delivered,Paid,8,10,0,0xc80e,Active,0
TX03214,58:29.8,9653,S7,C4,LA,5.094892303,54.04867048,"(39.1486, -96.7223)",2997,126,Delivered,Overdue,2,6,1,0x361b,Completed,1
TX03215,58:29.8,9803,S4,C10,LA,12.23774593,62.89756082,"(38.2675, -81.6524)",1300,60,Delivered,Paid,9,7,0,0x596e,Triggered,1
TX03216,58:29.8,9480,S9,C7,LA,12.79707721,60.3147784,"(36.4213, -86.863)",2704,59,Delivered,Paid,3,9,1,0x008a,Completed,0
TX03217,58:29.8,9662,S10,C3,SF,14.08555612,41.7918787,"(36.1486, -116.8172)",2375,104,Shipped,Paid,2,3,1,0x1450,Completed,0
TX03218,58:29.8,9113,S9,C4,Chicago,19.55149587,79.22546276,"(41.2259, -101.5202)",2705,51,Pending,Paid,5,11,0,0x8827,Triggered,0
TX03219,58:29.8,9748,S7,C8,Chicago,19.74038641,78.24422109,"(39.4655, -85.8951)",2568,50,Pending,Overdue,9,7,1,0xd5d9,Active,1
TX03220,58:29.8,9577,S8,C4,SF,12.90393966,70.9504717,"(40.3761, -109.8155)",1837,96,Shipped,Paid,9,13,0,0x8e5f,Active,0
TX03221,58:29.8,9360,S3,C9,Chicago,17.67780046,42.21412959,"(39.2454, -85.789)",1477,140,Delivered,Overdue,8,14,1,0x4eb3,Triggered,1
TX03222,58:29.8,9340,S5,C4,NY,6.27748655,57.20831342,"(34.9583, -113.6413)",2541,132,Delivered,Overdue,8,10,1,0x9596,Triggered,0
TX03223,58:29.8,9769,S2,C4,SF,12.96731934,56.39078211,"(36.9112, -106.4249)",1478,67,Pending,Overdue,7,2,0,0x0493,Active,1
TX03224,58:29.8,9986,S10,C5,Chicago,15.18350089,62.32104068,"(40.3779, -91.0786)",2921,84,Shipped,Overdue,3,9,0,0xe7d1,Triggered,1
TX03225,58:29.8,9760,S7,C1,NY,13.47093229,42.23713831,"(37.9838, -115.2118)",2177,170,Shipped,Overdue,3,6,1,0x5b1b,Active,0
TX03226,58:29.8,9968,S8,C7,Chicago,8.460814917,56.94626584,"(34.9005, -96.7343)",1047,111,Pending,Paid,5,7,1,0x097f,Triggered,1
TX03227,58:29.8,9448,S9,C9,SF,5.939869795,70.31357268,"(41.063, -85.1217)",2759,74,Delivered,Paid,9,11,0,0x9c66,Active,0
TX03228,58:29.8,9842,S7,C9,Chicago,10.80003927,79.92031798,"(41.0525, -94.5684)",2848,156,Delivered,Overdue,1,9,1,0x0f86,Triggered,1
TX03229,58:29.8,9834,S10,C1,NY,14.71463747,63.81772857,"(35.771, -118.5687)",2092,164,Delivered,Overdue,3,13,0,0x9f1b,Active,0
TX03230,58:29.8,9179,S10,C6,NY,19.8756961,77.62449245,"(41.5222, -98.6148)",2197,129,Pending,Paid,9,13,1,0x5ad2,Active,0
TX03231,58:29.8,9701,S8,C3,NY,8.548001771,79.94153925,"(40.8721, -87.0159)",2455,196,Pending,Overdue,7,4,1,0xb1d2,Active,0
TX03232,58:29.8,9406,S9,C4,Chicago,18.76684865,57.39127712,"(40.6573, -110.5206)",1552,166,Pending,Overdue,2,9,0,0x456c,Triggered,1
TX03233,58:29.8,9665,S6,C8,SF,6.023920993,66.74761726,"(39.4355, -87.4787)",1106,118,Delivered,Paid,2,5,1,0x07f1,Completed,0
TX03234,58:29.8,9195,S10,C4,Chicago,18.96483911,48.52860486,"(38.4209, -82.4146)",2551,147,Shipped,Paid,1,13,1,0x00ec,Triggered,0
TX03235,58:29.8,9465,S2,C8,LA,17.48550152,59.02585775,"(41.9057, -119.5258)",2203,59,Delivered,Paid,3,11,1,0x3d5a,Triggered,0
TX03236,58:29.8,9310,S2,C4,SF,5.314180291,43.13646172,"(37.64, -86.0746)",1779,157,Pending,Overdue,4,14,0,0x65cf,Triggered,0
TX03237,58:29.8,9261,S4,C9,LA,9.472780611,41.16599114,"(39.8052, -98.9469)",1270,74,Pending,Paid,1,2,0,0xd3d8,Completed,1
TX03238,58:29.8,9418,S9,C6,Chicago,5.764349805,75.7167734,"(40.7372, -89.623)",1212,164,Pending,Paid,1,12,0,0xd562,Triggered,0
TX03239,58:29.8,9405,S7,C1,SF,19.93258807,74.33601326,"(38.3869, -107.7201)",1356,76,Pending,Paid,3,13,1,0x918c,Triggered,0
TX03240,58:29.8,9938,S2,C10,LA,11.41766007,52.48258633,"(36.9387, -75.4925)",2556,59,Pending,Paid,5,3,1,0xb09d,Completed,1
TX03241,58:29.8,9142,S8,C2,Chicago,14.93260279,58.27812175,"(41.249, -88.6959)",2944,88,Shipped,Overdue,8,2,0,0x177e,Completed,1
TX03242,58:29.8,9341,S7,C7,SF,8.512858622,59.74441217,"(40.8713, -113.8809)",1720,184,Pending,Paid,5,0,1,0x8ec3,Completed,0
TX03243,58:29.8,9315,S9,C10,NY,19.00604358,60.82804493,"(36.1406, -80.168)",1967,64,Shipped,Paid,7,12,1,0xc8e1,Triggered,0
TX03244,58:29.8,9100,S8,C7,NY,9.112611328,45.38284018,"(37.7669, -93.4076)",1925,163,Pending,Overdue,9,13,1,0xf476,Triggered,1
TX03245,58:29.8,9243,S3,C3,NY,8.90321911,71.00235047,"(41.0693, -101.8196)",2824,190,Shipped,Paid,1,1,0,0x7336,Completed,0
TX03246,58:29.8,9489,S1,C1,LA,9.719001439,53.9126277,"(37.8545, -114.9521)",1961,82,Delivered,Overdue,5,10,0,0xd520,Triggered,1
TX03247,58:29.8,9011,S2,C8,LA,11.93733747,41.26780725,"(41.9313, -76.1981)",2824,148,Delivered,Paid,2,9,0,0x6772,Triggered,0
TX03248,58:29.8,9238,S2,C10,Chicago,5.277990893,67.06246091,"(36.3723, -81.6386)",2779,153,Delivered,Paid,1,6,0,0x6e28,Triggered,0
TX03249,58:29.8,9560,S4,C10,NY,13.9675625,73.19509984,"(39.8965, -113.4036)",2179,60,Shipped,Overdue,7,9,1,0xd62b,Active,0
TX03250,58:29.8,9041,S6,C7,LA,5.474986957,76.72507147,"(34.1911, -119.3667)",2113,198,Shipped,Overdue,7,2,0,0xdc50,Triggered,0
TX03251,58:29.8,9677,S4,C10,NY,13.08803732,66.97621283,"(34.5258, -91.7674)",1808,93,Pending,Overdue,1,0,1,0xb876,Triggered,1
TX03252,58:29.8,9593,S9,C8,Chicago,11.86827353,47.65116068,"(37.9374, -75.146)",2920,119,Delivered,Paid,7,4,0,0xb868,Active,0
TX03253,58:29.8,9428,S4,C1,SF,8.638205872,63.59122126,"(36.2923, -87.3435)",2086,171,Pending,Paid,6,0,1,0x4287,Triggered,1
TX03254,58:29.8,9802,S6,C3,LA,9.946520258,76.47047933,"(37.0968, -115.5756)",2442,150,Delivered,Paid,6,11,1,0x832f,Triggered,0
TX03255,58:29.8,9157,S6,C2,LA,15.58489717,54.02240391,"(41.0172, -101.9999)",2455,178,Pending,Paid,1,0,0,0xc030,Active,1
TX03256,58:29.8,9215,S10,C1,SF,5.143962798,78.13402887,"(41.3354, -77.8383)",1490,178,Delivered,Paid,7,5,1,0xd534,Triggered,1
TX03257,58:29.8,9669,S10,C5,LA,9.74970707,43.90716287,"(40.5612, -118.7545)",2062,191,Delivered,Overdue,1,8,1,0x9702,Triggered,0
TX03258,58:29.8,9461,S1,C3,Chicago,15.20445881,69.12210976,"(41.7282, -114.4126)",1147,136,Shipped,Paid,5,0,0,0x67e5,Completed,1
TX03259,58:29.8,9133,S8,C10,LA,7.284107981,44.7964469,"(41.4505, -92.7055)",2868,170,Shipped,Overdue,1,14,0,0x59a1,Triggered,0
TX03260,58:29.8,9066,S3,C8,LA,13.40578481,71.95501212,"(37.0197, -87.5408)",1478,184,Shipped,Overdue,1,6,1,0xfe97,Triggered,1
TX03261,58:29.8,9847,S6,C6,SF,7.533993927,43.90622655,"(38.0549, -84.2484)",1165,197,Pending,Overdue,8,1,0,0x130f,Completed,0
TX03262,58:29.8,9006,S3,C10,Chicago,7.321428153,53.0290016,"(38.1102, -103.3991)",1022,133,Pending,Paid,5,9,0,0x04fc,Completed,1
TX03263,58:29.8,9947,S2,C9,NY,16.58420144,71.07446857,"(36.8867, -104.0651)",1907,58,Pending,Paid,5,7,0,0x2ae4,Completed,1
TX03264,58:29.8,9525,S5,C9,NY,8.9978803,58.40773083,"(37.7832, -115.0444)",2285,60,Pending,Paid,3,6,1,0xa0b6,Triggered,0
TX03265,58:29.8,9072,S1,C6,SF,10.63653678,75.30745884,"(39.2936, -104.6382)",1727,55,Pending,Paid,2,10,1,0xeb87,Triggered,1
TX03266,58:29.8,9398,S9,C2,Chicago,15.95027098,56.06951448,"(38.4923, -96.3067)",2121,108,Shipped,Overdue,4,1,1,0xeb62,Triggered,1
TX03267,58:29.8,9404,S7,C9,SF,7.692794008,79.79832481,"(40.857, -81.2239)",2504,159,Pending,Paid,1,10,1,0xafb9,Completed,0
TX03268,58:29.8,9674,S3,C2,SF,12.97605532,40.74699172,"(41.9135, -109.1291)",1518,67,Delivered,Overdue,7,8,1,0xbdc0,Active,1
TX03269,58:29.8,9577,S4,C3,NY,18.76729496,67.84248824,"(34.2757, -100.8792)",2842,176,Pending,Overdue,8,13,1,0x3609,Completed,1
TX03270,58:29.8,9858,S6,C6,Chicago,13.30740229,76.63550511,"(41.1731, -92.9887)",1269,78,Delivered,Paid,2,6,0,0x7777,Active,0
TX03271,58:29.8,9129,S3,C2,Chicago,5.732686499,61.43945892,"(36.9882, -85.2545)",2763,178,Shipped,Paid,1,1,1,0x5392,Triggered,0
TX03272,58:29.8,9930,S7,C5,SF,13.84545912,79.54036955,"(39.6988, -87.8896)",1015,167,Pending,Paid,7,14,0,0x7a47,Active,1
TX03273,58:29.8,9465,S6,C2,NY,6.352300993,68.32098005,"(38.1167, -96.1284)",2773,93,Pending,Paid,6,1,1,0x0218,Completed,1
TX03274,58:29.8,9205,S9,C4,Chicago,9.231868106,57.18105177,"(38.4466, -95.1319)",2686,116,Delivered,Paid,5,11,0,0xc9c6,Triggered,1
TX03275,58:29.8,9787,S5,C3,SF,17.74512658,60.61509511,"(35.6505, -108.9396)",2297,87,Shipped,Overdue,6,4,0,0x6944,Active,1
TX03276,58:29.8,9977,S4,C5,LA,5.166036921,75.09878247,"(36.9922, -81.5039)",1220,150,Shipped,Overdue,6,4,0,0x544b,Active,1
TX03277,58:29.8,9767,S3,C6,NY,6.15519963,78.30333993,"(37.6991, -78.3156)",2926,65,Delivered,Paid,9,14,0,0xe5df,Triggered,0
TX03278,58:29.8,9265,S10,C7,Chicago,10.45046193,62.2354509,"(40.3471, -81.2323)",2603,87,Shipped,Paid,4,8,0,0x5a6f,Triggered,0
TX03279,58:29.8,9536,S1,C10,Chicago,19.9909382,52.28600982,"(35.0732, -113.3046)",2304,112,Pending,Paid,1,0,0,0xaf34,Active,0
TX03280,58:29.8,9961,S3,C8,Chicago,9.377958591,49.57300406,"(35.893, -90.1821)",1544,139,Shipped,Overdue,4,14,1,0x5369,Triggered,0
TX03281,58:29.8,9792,S3,C9,NY,7.359119281,59.08192839,"(37.8103, -112.3584)",1562,134,Shipped,Paid,8,4,1,0x60ff,Completed,1
