product_id,name,manufacturer,batch_id,manufacture_date,current_location,status
PRD-9876,Component-9876,S4,TX01973,58:29.8,SF,FLAGGED
PRD-9537,Component-9537,S4,TX01974,58:29.8,NY,FLAGGED
PRD-9046,Component-9046,S5,TX01975,58:29.8,NY,FLAGGED
PRD-9287,Component-9287,S2,TX01976,58:29.8,SF,VERIFIED
PRD-9777,Component-9777,S9,TX01977,58:29.8,Chicago,FLAGGED
PRD-9015,Component-9015,S2,TX01978,58:29.8,Chicago,FLAGGED
PRD-9710,Component-9710,S10,TX01979,58:29.8,NY,VERIFIED
PRD-9400,Component-9400,S2,TX01980,58:29.8,LA,FLAGGED
PRD-9918,Component-9918,S10,TX01981,58:29.8,LA,VERIFIED
PRD-9793,Component-9793,S9,TX01982,58:29.8,NY,FLAGGED
PRD-9980,Component-9980,S3,TX01983,58:29.8,SF,FLAGGED
PRD-9085,Component-9085,S10,TX01984,58:29.8,LA,FLAGGED
PRD-9249,Component-9249,S7,TX01985,58:29.8,SF,FLAGGED
PRD-9390,Component-9390,S4,TX01986,58:29.8,SF,VERIFIED
PRD-9781,Component-9781,S6,TX01987,58:29.8,SF,FLAGGED
PRD-9334,Component-9334,S4,TX01988,58:29.8,Chicago,FLAGGED
PRD-9628,Component-9628,S10,TX01989,58:29.8,LA,VERIFIED
PRD-9518,Component-9518,S7,TX01990,58:29.8,Chicago,FLAGGED
PRD-9136,Component-9136,S1,TX01991,58:29.8,LA,FLAGGED
PRD-9882,Component-9882,S3,TX01992,58:29.8,NY,FLAGGED
PRD-9687,Component-9687,S3,TX01993,58:29.8,SF,FLAGGED
PRD-9839,Component-9839,S1,TX01994,58:29.8,LA,VERIFIED
PRD-9497,Component-9497,S6,TX01995,58:29.8,LA,FLAGGED
PRD-9826,Component-9826,S9,TX01996,58:29.8,NY,VERIFIED
PRD-9726,Component-9726,S8,TX01997,58:29.8,Chicago,FLAGGED
PRD-9476,Component-9476,S7,TX01998,58:29.8,LA,VERIFIED
PRD-9593,Component-9593,S10,TX01999,58:29.8,LA,FLAGGED
PRD-9222,Component-9222,S8,TX02000,58:29.8,Chicago,VERIFIED
PRD-9989,Component-9989,S6,TX02001,58:29.8,Chicago,VERIFIED
PRD-9371,Component-9371,S9,TX02002,58:29.8,LA,FLAGGED
PRD-9934,Component-9934,S3,TX02003,58:29.8,Chicago,FLAGGED
PRD-9994,Component-9994,S10,TX02004,58:29.8,NY,FLAGGED
PRD-9401,Component-9401,S10,TX02005,58:29.8,NY,VERIFIED
PRD-9442,Component-9442,S9,TX02006,58:29.8,SF,FLAGGED
PRD-9489,Component-9489,S4,TX02007,58:29.8,LA,FLAGGED
PRD-9614,Component-9614,S7,TX02008,58:29.8,NY,FLAGGED
PRD-9272,Component-9272,S9,TX02009,58:29.8,NY,FLAGGED
PRD-9525,Component-9525,S2,TX02010,58:29.8,NY,FLAGGED
PRD-9158,Component-9158,S2,TX02011,58:29.8,SF,FLAGGED
PRD-9151,Component-9151,S9,TX02012,58:29.8,Chicago,VERIFIED
PRD-9994,Component-9994,S3,TX02013,58:29.8,SF,FLAGGED
PRD-9619,Component-9619,S9,TX02014,58:29.8,SF,VERIFIED
PRD-9187,Component-9187,S5,TX02015,58:29.8,SF,FLAGGED
PRD-9812,Component-9812,S6,TX02016,58:29.8,SF,VERIFIED
PRD-9097,Component-9097,S2,TX02017,58:29.8,LA,FLAGGED
PRD-9130,Component-9130,S8,TX02018,58:29.8,LA,FLAGGED
PRD-9804,Component-9804,S9,TX02019,58:29.8,NY,VERIFIED
PRD-9170,Component-9170,S2,TX02020,58:29.8,SF,VERIFIED
PRD-9935,Component-9935,S6,TX02021,58:29.8,SF,FLAGGED
PRD-9985,Component-9985,S6,TX02022,58:29.8,NY,VERIFIED
PRD-9182,Component-9182,S8,TX02023,58:29.8,Chicago,FLAGGED
PRD-9982,Component-9982,S10,TX02024,58:29.8,LA,FLAGGED
PRD-9363,Component-9363,S5,TX02025,58:29.8,SF,FLAGGED
PRD-9038,Component-9038,S9,TX02026,58:29.8,Chicago,VERIFIED
PRD-9526,Component-9526,S1,TX02027,58:29.8,Chicago,VERIFIED
PRD-9887,Component-9887,S9,TX02028,58:29.8,SF,FLAGGED
PRD-9496,Component-9496,S10,TX02029,58:29.8,SF,FLAGGED
PRD-9515,Component-9515,S7,TX02030,58:29.8,Chicago,FLAGGED
PRD-9348,Component-9348,S4,TX02031,58:29.8,LA,FLAGGED
PRD-9981,Component-9981,S3,TX02032,58:29.8,LA,FLAGGED
PRD-9920,Component-9920,S10,TX02033,58:29.8,SF,FLAGGED
PRD-9396,Component-9396,S6,TX02034,58:29.8,SF,VERIFIED
PRD-9721,Component-9721,S1,TX02035,58:29.8,NY,FLAGGED
PRD-9160,Component-9160,S3,TX02036,58:29.8,NY,FLAGGED
PRD-9015,Component-9015,S2,TX02037,58:29.8,LA,FLAGGED
PRD-9492,Component-9492,S9,TX02038,58:29.8,NY,FLAGGED
PRD-9425,Component-9425,S3,TX02039,58:29.8,Chicago,FLAGGED
PRD-9107,Component-9107,S2,TX02040,58:29.8,Chicago,VERIFIED
PRD-9893,Component-9893,S4,TX02041,58:29.8,Chicago,FLAGGED
PRD-9449,Component-9449,S2,TX02042,58:29.8,Chicago,FLAGGED
PRD-9310,Component-9310,S1,TX02043,58:29.8,SF,FLAGGED
PRD-9738,Component-9738,S6,TX02044,58:29.8,Chicago,FLAGGED
PRD-9169,Component-9169,S10,TX02045,58:29.8,LA,FLAGGED
PRD-9545,Component-9545,S8,TX02046,58:29.8,NY,FLAGGED
PRD-9413,Component-9413,S10,TX02047,58:29.8,LA,VERIFIED
PRD-9250,Component-9250,S10,TX02048,58:29.8,SF,FLAGGED
PRD-9758,Component-9758,S2,TX02049,58:29.8,NY,FLAGGED
PRD-9780,Component-9780,S9,TX02050,58:29.8,NY,FLAGGED
PRD-9140,Component-9140,S3,TX02051,58:29.8,NY,FLAGGED
PRD-9273,Component-9273,S8,TX02052,58:29.8,Chicago,FLAGGED
PRD-9415,Component-9415,S8,TX02053,58:29.8,SF,VERIFIED
PRD-9607,Component-9607,S3,TX02054,58:29.8,LA,FLAGGED
PRD-9738,Component-9738,S3,TX02055,58:29.8,Chicago,FLAGGED
PRD-9890,Component-9890,S6,TX02056,58:29.8,NY,FLAGGED
PRD-9038,Component-9038,S1,TX02057,58:29.8,LA,FLAGGED
PRD-9813,Component-9813,S4,TX02058,58:29.8,LA,VERIFIED
PRD-9028,Component-9028,S1,TX02059,58:29.8,LA,FLAGGED
PRD-9957,Component-9957,S3,TX02060,58:29.8,SF,FLAGGED
PRD-9476,Component-9476,S9,TX02061,58:29.8,Chicago,FLAGGED
PRD-9317,Component-9317,S5,TX02062,58:29.8,SF,VERIFIED
PRD-9244,Component-9244,S5,TX02063,58:29.8,NY,VERIFIED
PRD-9747,Component-9747,S4,TX02064,58:29.8,NY,VERIFIED
PRD-9696,Component-9696,S3,TX02065,58:29.8,LA,FLAGGED
PRD-9271,Component-9271,S5,TX02066,58:29.8,LA,FLAGGED
PRD-9439,Component-9439,S4,TX02067,58:29.8,LA,FLAGGED
PRD-9747,Component-9747,S8,TX02068,58:29.8,SF,FLAGGED
PRD-9238,Component-9238,S4,TX02069,58:29.8,Chicago,FLAGGED
PRD-9376,Component-9376,S8,TX02070,58:29.8,SF,FLAGGED
PRD-9265,Component-9265,S6,TX02071,58:29.8,NY,VERIFIED
PRD-9925,Component-9925,S5,TX02072,58:29.8,LA,VERIFIED
PRD-9920,Component-9920,S4,TX02073,58:29.8,LA,VERIFIED
PRD-9358,Component-9358,S4,TX02074,58:29.8,SF,FLAGGED
PRD-9339,Component-9339,S4,TX02075,58:29.8,NY,FLAGGED
PRD-9388,Component-9388,S9,TX02076,58:29.8,Chicago,FLAGGED
PRD-9576,Component-9576,S4,TX02077,58:29.8,LA,FLAGGED
PRD-9989,Component-9989,S9,TX02078,58:29.8,LA,FLAGGED
PRD-9688,Component-9688,S10,TX02079,58:29.8,NY,FLAGGED
PRD-9002,Component-9002,S6,TX02080,58:29.8,LA,VERIFIED
PRD-9428,Component-9428,S10,TX02081,58:29.8,Chicago,FLAGGED
PRD-9141,Component-9141,S7,TX02082,58:29.8,SF,VERIFIED
PRD-9375,Component-9375,S10,TX02083,58:29.8,NY,VERIFIED
PRD-9669,Component-9669,S3,TX02084,58:29.8,LA,FLAGGED
PRD-9323,Component-9323,S8,TX02085,58:29.8,LA,FLAGGED
PRD-9145,Component-9145,S3,TX02086,58:29.8,Chicago,FLAGGED
PRD-9957,Component-9957,S1,TX02087,58:29.8,SF,FLAGGED
PRD-9292,Component-9292,S10,TX02088,58:29.8,Chicago,FLAGGED
PRD-9664,Component-9664,S5,TX02089,58:29.8,SF,FLAGGED
PRD-9431,Component-9431,S2,TX02090,58:29.8,Chicago,FLAGGED
PRD-9704,Component-9704,S10,TX02091,58:29.8,SF,FLAGGED
PRD-9948,Component-9948,S6,TX02092,58:29.8,LA,FLAGGED
PRD-9974,Component-9974,S10,TX02093,58:29.8,LA,FLAGGED
PRD-9584,Component-9584,S9,TX02094,58:29.8,LA,FLAGGED
PRD-9398,Component-9398,S1,TX02095,58:29.8,NY,FLAGGED
PRD-9816,Component-9816,S4,TX02096,58:29.8,SF,FLAGGED
PRD-9888,Component-9888,S1,TX02097,58:29.8,NY,VERIFIED
PRD-9343,Component-9343,S1,TX02098,58:29.8,SF,FLAGGED
PRD-9963,Component-9963,S8,TX02099,58:29.8,LA,FLAGGED
PRD-9139,Component-9139,S2,TX02100,58:29.8,NY,FLAGGED
PRD-9186,Component-9186,S1,TX02101,58:29.8,NY,FLAGGED
PRD-9804,Component-9804,S8,TX02102,58:29.8,Chicago,FLAGGED
PRD-9060,Component-9060,S4,TX02103,58:29.8,SF,FLAGGED
PRD-9996,Component-9996,S3,TX02104,58:29.8,Chicago,FLAGGED
PRD-9938,Component-9938,S4,TX02105,58:29.8,NY,FLAGGED
PRD-9379,Component-9379,S5,TX02106,58:29.8,NY,FLAGGED
PRD-9709,Component-9709,S1,TX02107,58:29.8,LA,VERIFIED
PRD-9806,Component-9806,S1,TX02108,58:29.8,Chicago,FLAGGED
PRD-9439,Component-9439,S3,TX02109,58:29.8,Chicago,FLAGGED
PRD-9318,Component-9318,S6,TX02110,58:29.8,Chicago,FLAGGED
PRD-9301,Component-9301,S1,TX02111,58:29.8,SF,FLAGGED
PRD-9343,Component-9343,S2,TX02112,58:29.8,NY,VERIFIED
PRD-9010,Component-9010,S7,TX02113,58:29.8,Chicago,VERIFIED
PRD-9061,Component-9061,S1,TX02114,58:29.8,LA,FLAGGED
PRD-9844,Component-9844,S7,TX02115,58:29.8,NY,VERIFIED
PRD-9225,Component-9225,S4,TX02116,58:29.8,LA,FLAGGED
PRD-9152,Component-9152,S10,TX02117,58:29.8,NY,FLAGGED
PRD-9710,Component-9710,S6,TX02118,58:29.8,LA,VERIFIED
PRD-9563,Component-9563,S8,TX02119,58:29.8,Chicago,FLAGGED
PRD-9771,Component-9771,S9,TX02120,58:29.8,Chicago,FLAGGED
PRD-9570,Component-9570,S6,TX02121,58:29.8,LA,VERIFIED
PRD-9583,Component-9583,S9,TX02122,58:29.8,SF,FLAGGED
PRD-9659,Component-9659,S4,TX02123,58:29.8,LA,VERIFIED
PRD-9860,Component-9860,S6,TX02124,58:29.8,NY,VERIFIED
PRD-9574,Component-9574,S8,TX02125,58:29.8,LA,FLAGGED
PRD-9309,Component-9309,S9,TX02126,58:29.8,LA,FLAGGED
PRD-9884,Component-9884,S3,TX02127,58:29.8,NY,VERIFIED
PRD-9242,Component-9242,S2,TX02128,58:29.8,Chicago,FLAGGED
PRD-9492,Component-9492,S6,TX02129,58:29.8,NY,FLAGGED
PRD-9365,Component-9365,S4,TX02130,58:29.8,LA,VERIFIED
PRD-9329,Component-9329,S1,TX02131,58:29.8,NY,FLAGGED
PRD-9106,Component-9106,S8,TX02132,58:29.8,LA,VERIFIED
PRD-9225,Component-9225,S9,TX02133,58:29.8,Chicago,FLAGGED
PRD-9824,Component-9824,S9,TX02134,58:29.8,LA,FLAGGED
PRD-9217,Component-9217,S2,TX02135,58:29.8,LA,FLAGGED
PRD-9936,Component-9936,S9,TX02136,58:29.8,Chicago,VERIFIED
PRD-9752,Component-9752,S7,TX02137,58:29.8,NY,FLAGGED
PRD-9505,Component-9505,S5,TX02138,58:29.8,SF,VERIFIED
PRD-9258,Component-9258,S7,TX02139,58:29.8,SF,VERIFIED
PRD-9887,Component-9887,S9,TX02140,58:29.8,LA,FLAGGED
PRD-9773,Component-9773,S8,TX02141,58:29.8,LA,VERIFIED
PRD-9516,Component-9516,S6,TX02142,58:29.8,Chicago,VERIFIED
PRD-9772,Component-9772,S4,TX02143,58:29.8,NY,FLAGGED
PRD-9053,Component-9053,S1,TX02144,58:29.8,SF,FLAGGED
PRD-9046,Component-9046,S6,TX02145,58:29.8,SF,FLAGGED
PRD-9726,Component-9726,S3,TX02146,58:29.8,Chicago,VERIFIED
PRD-9688,Component-9688,S6,TX02147,58:29.8,Chicago,VERIFIED
PRD-9520,Component-9520,S6,TX02148,58:29.8,SF,FLAGGED
PRD-9098,Component-9098,S4,TX02149,58:29.8,NY,FLAGGED
PRD-9019,Component-9019,S2,TX02150,58:29.8,NY,VERIFIED
PRD-9889,Component-9889,S9,TX02151,58:29.8,NY,FLAGGED
PRD-9752,Component-9752,S2,TX02152,58:29.8,LA,VERIFIED
PRD-9572,Component-9572,S3,TX02153,58:29.8,NY,VERIFIED
PRD-9890,Component-9890,S10,TX02154,58:29.8,LA,FLAGGED
PRD-9489,Component-9489,S1,TX02155,58:29.8,LA,FLAGGED
PRD-9418,Component-9418,S7,TX02156,58:29.8,Chicago,FLAGGED
PRD-9689,Component-9689,S1,TX02157,58:29.8,LA,VERIFIED
PRD-9849,Component-9849,S9,TX02158,58:29.8,LA,FLAGGED
PRD-9061,Component-9061,S1,TX02159,58:29.8,Chicago,VERIFIED
PRD-9144,Component-9144,S5,TX02160,58:29.8,NY,FLAGGED
PRD-9215,Component-9215,S7,TX02161,58:29.8,NY,FLAGGED
PRD-9002,Component-9002,S3,TX02162,58:29.8,SF,FLAGGED
PRD-9159,Component-9159,S9,TX02163,58:29.8,SF,VERIFIED
PRD-9738,Component-9738,S8,TX02164,58:29.8,LA,FLAGGED
PRD-9997,Component-9997,S3,TX02165,58:29.8,SF,FLAGGED
PRD-9780,Component-9780,S5,TX02166,58:29.8,Chicago,FLAGGED
PRD-9119,Component-9119,S7,TX02167,58:29.8,SF,FLAGGED
PRD-9892,Component-9892,S4,TX02168,58:29.8,SF,FLAGGED
PRD-9088,Component-9088,S5,TX02169,58:29.8,LA,FLAGGED
PRD-9328,Component-9328,S3,TX02170,58:29.8,Chicago,FLAGGED
PRD-9579,Component-9579,S9,TX02171,58:29.8,SF,FLAGGED
PRD-9909,Component-9909,S10,TX02172,58:29.8,NY,FLAGGED
PRD-9356,Component-9356,S9,TX02173,58:29.8,Chicago,FLAGGED
PRD-9609,Component-9609,S7,TX02174,58:29.8,Chicago,FLAGGED
PRD-9266,Component-9266,S10,TX02175,58:29.8,LA,FLAGGED
PRD-9616,Component-9616,S2,TX02176,58:29.8,Chicago,FLAGGED
PRD-9951,Component-9951,S7,TX02177,58:29.8,Chicago,FLAGGED
PRD-9322,Component-9322,S7,TX02178,58:29.8,Chicago,VERIFIED
PRD-9634,Component-9634,S5,TX02179,58:29.8,Chicago,FLAGGED
PRD-9987,Component-9987,S9,TX02180,58:29.8,Chicago,FLAGGED
PRD-9540,Component-9540,S3,TX02181,58:29.8,Chicago,VERIFIED
PRD-9648,Component-9648,S4,TX02182,58:29.8,Chicago,FLAGGED
PRD-9194,Component-9194,S1,TX02183,58:29.8,NY,FLAGGED
PRD-9920,Component-9920,S6,TX02184,58:29.8,Chicago,FLAGGED
PRD-9737,Component-9737,S4,TX02185,58:29.8,LA,FLAGGED
PRD-9331,Component-9331,S1,TX02186,58:29.8,NY,FLAGGED
PRD-9169,Component-9169,S2,TX02187,58:29.8,Chicago,FLAGGED
PRD-9520,Component-9520,S3,TX02188,58:29.8,SF,FLAGGED
PRD-9462,Component-9462,S9,TX02189,58:29.8,LA,FLAGGED
PRD-9039,Component-9039,S8,TX02190,58:29.8,NY,VERIFIED
PRD-9536,Component-9536,S7,TX02191,58:29.8,LA,VERIFIED
PRD-9260,Component-9260,S4,TX02192,58:29.8,NY,FLAGGED
PRD-9394,Component-9394,S1,TX02193,58:29.8,SF,VERIFIED
PRD-9954,Component-9954,S8,TX02194,58:29.8,LA,VERIFIED
PRD-9225,Component-9225,S4,TX02195,58:29.8,LA,FLAGGED
PRD-9983,Component-9983,S3,TX02196,58:29.8,NY,FLAGGED
PRD-9123,Component-9123,S9,TX02197,58:29.8,NY,FLAGGED
PRD-9974,Component-9974,S10,TX02198,58:29.8,SF,FLAGGED
PRD-9037,Component-9037,S4,TX02199,58:29.8,Chicago,FLAGGED
PRD-9327,Component-9327,S4,TX02200,58:29.8,NY,FLAGGED
PRD-9250,Component-9250,S9,TX02201,58:29.8,NY,FLAGGED
PRD-9900,Component-9900,S2,TX02202,58:29.8,NY,FLAGGED
PRD-9175,Component-9175,S5,TX02203,58:29.8,SF,FLAGGED
PRD-9601,Component-9601,S4,TX02204,58:29.8,Chicago,FLAGGED
PRD-9913,Component-9913,S9,TX02205,58:29.8,Chicago,FLAGGED
PRD-9453,Component-9453,S5,TX02206,58:29.8,SF,FLAGGED
PRD-9036,Component-9036,S9,TX02207,58:29.8,Chicago,VERIFIED
PRD-9315,Component-9315,S9,TX02208,58:29.8,LA,FLAGGED
PRD-9687,Component-9687,S2,TX02209,58:29.8,SF,FLAGGED
PRD-9972,Component-9972,S9,TX02210,58:29.8,NY,FLAGGED
PRD-9795,Component-9795,S3,TX02211,58:29.8,Chicago,VERIFIED
PRD-9964,Component-9964,S4,TX02212,58:29.8,LA,FLAGGED
PRD-9972,Component-9972,S1,TX02213,58:29.8,SF,FLAGGED
PRD-9592,Component-9592,S1,TX02214,58:29.8,SF,FLAGGED
PRD-9113,Component-9113,S1,TX02215,58:29.8,NY,VERIFIED
PRD-9039,Component-9039,S9,TX02216,58:29.8,NY,VERIFIED
PRD-9300,Component-9300,S8,TX02217,58:29.8,SF,FLAGGED
PRD-9223,Component-9223,S5,TX02218,58:29.8,LA,VERIFIED
PRD-9317,Component-9317,S5,TX02219,58:29.8,NY,VERIFIED
PRD-9348,Component-9348,S9,TX02220,58:29.8,SF,FLAGGED
PRD-9114,Component-9114,S3,TX02221,58:29.8,SF,FLAGGED
PRD-9697,Component-9697,S3,TX02222,58:29.8,NY,FLAGGED
PRD-9322,Component-9322,S7,TX02223,58:29.8,Chicago,FLAGGED
PRD-9567,Component-9567,S9,TX02224,58:29.8,LA,FLAGGED
PRD-9039,Component-9039,S6,TX02225,58:29.8,Chicago,FLAGGED
PRD-9865,Component-9865,S2,TX02226,58:29.8,Chicago,FLAGGED
PRD-9039,Component-9039,S1,TX02227,58:29.8,LA,VERIFIED
PRD-9858,Component-9858,S2,TX02228,58:29.8,LA,FLAGGED
PRD-9972,Component-9972,S1,TX02229,58:29.8,NY,VERIFIED
PRD-9748,Component-9748,S10,TX02230,58:29.8,NY,FLAGGED
PRD-9288,Component-9288,S10,TX02231,58:29.8,NY,FLAGGED
PRD-9261,Component-9261,S9,TX02232,58:29.8,LA,FLAGGED
PRD-9215,Component-9215,S10,TX02233,58:29.8,Chicago,VERIFIED
PRD-9146,Component-9146,S8,TX02234,58:29.8,LA,FLAGGED
PRD-9335,Component-9335,S7,TX02235,58:29.8,NY,FLAGGED
PRD-9167,Component-9167,S3,TX02236,58:29.8,Chicago,FLAGGED
PRD-9091,Component-9091,S8,TX02237,58:29.8,NY,FLAGGED
PRD-9352,Component-9352,S2,TX02238,58:29.8,Chicago,FLAGGED
PRD-9570,Component-9570,S2,TX02239,58:29.8,NY,FLAGGED
PRD-9570,Component-9570,S10,TX02240,58:29.8,LA,FLAGGED
PRD-9815,Component-9815,S3,TX02241,58:29.8,SF,FLAGGED
PRD-9680,Component-9680,S7,TX02242,58:29.8,SF,FLAGGED
PRD-9780,Component-9780,S1,TX02243,58:29.8,Chicago,FLAGGED
PRD-9362,Component-9362,S8,TX02244,58:29.8,LA,FLAGGED
PRD-9556,Component-9556,S7,TX02245,58:29.8,NY,VERIFIED
PRD-9344,Component-9344,S4,TX02246,58:29.8,Chicago,VERIFIED
PRD-9692,Component-9692,S5,TX02247,58:29.8,Chicago,FLAGGED
PRD-9169,Component-9169,S10,TX02248,58:29.8,NY,FLAGGED
PRD-9355,Component-9355,S1,TX02249,58:29.8,NY,FLAGGED
PRD-9190,Component-9190,S4,TX02250,58:29.8,NY,FLAGGED
PRD-9666,Component-9666,S1,TX02251,58:29.8,LA,FLAGGED
PRD-9421,Component-9421,S1,TX02252,58:29.8,SF,FLAGGED
PRD-9699,Component-9699,S10,TX02253,58:29.8,Chicago,VERIFIED
PRD-9006,Component-9006,S1,TX02254,58:29.8,Chicago,FLAGGED
PRD-9132,Component-9132,S7,TX02255,58:29.8,SF,FLAGGED
PRD-9746,Component-9746,S7,TX02256,58:29.8,Chicago,FLAGGED
PRD-9556,Component-9556,S4,TX02257,58:29.8,LA,VERIFIED
PRD-9825,Component-9825,S2,TX02258,58:29.8,NY,FLAGGED
PRD-9760,Component-9760,S3,TX02259,58:29.8,SF,VERIFIED
PRD-9030,Component-9030,S8,TX02260,58:29.8,LA,VERIFIED
PRD-9534,Component-9534,S8,TX02261,58:29.8,NY,VERIFIED
PRD-9425,Component-9425,S6,TX02262,58:29.8,SF,VERIFIED
PRD-9393,Component-9393,S10,TX02263,58:29.8,LA,VERIFIED
PRD-9671,Component-9671,S9,TX02264,58:29.8,SF,FLAGGED
PRD-9362,Component-9362,S9,TX02265,58:29.8,SF,VERIFIED
PRD-9436,Component-9436,S4,TX02266,58:29.8,LA,VERIFIED
PRD-9669,Component-9669,S1,TX02267,58:29.8,Chicago,VERIFIED
PRD-9550,Component-9550,S1,TX02268,58:29.8,LA,FLAGGED
PRD-9926,Component-9926,S10,TX02269,58:29.8,SF,FLAGGED
PRD-9081,Component-9081,S5,TX02270,58:29.8,SF,FLAGGED
PRD-9355,Component-9355,S2,TX02271,58:29.8,LA,FLAGGED
PRD-9257,Component-9257,S6,TX02272,58:29.8,NY,FLAGGED
PRD-9717,Component-9717,S7,TX02273,58:29.8,NY,FLAGGED
PRD-9588,Component-9588,S1,TX02274,58:29.8,NY,VERIFIED
PRD-9988,Component-9988,S6,TX02275,58:29.8,NY,FLAGGED
PRD-9523,Component-9523,S8,TX02276,58:29.8,LA,FLAGGED
PRD-9294,Component-9294,S5,TX02277,58:29.8,Chicago,FLAGGED
PRD-9961,Component-9961,S7,TX02278,58:29.8,NY,FLAGGED
PRD-9223,Component-9223,S10,TX02279,58:29.8,SF,VERIFIED
PRD-9524,Component-9524,S6,TX02280,58:29.8,NY,FLAGGED
PRD-9045,Component-9045,S4,TX02281,58:29.8,Chicago,FLAGGED
PRD-9666,Component-9666,S7,TX02282,58:29.8,LA,FLAGGED
PRD-9112,Component-9112,S10,TX02283,58:29.8,Chicago,VERIFIED
PRD-9232,Component-9232,S9,TX02284,58:29.8,Chicago,FLAGGED
PRD-9016,Component-9016,S10,TX02285,58:29.8,Chicago,FLAGGED
PRD-9359,Component-9359,S10,TX02286,58:29.8,NY,FLAGGED
PRD-9222,Component-9222,S7,TX02287,58:29.8,NY,FLAGGED
PRD-9865,Component-9865,S5,TX02288,58:29.8,Chicago,FLAGGED
PRD-9699,Component-9699,S7,TX02289,58:29.8,LA,FLAGGED
PRD-9447,Component-9447,S3,TX02290,58:29.8,NY,FLAGGED
PRD-9855,Component-9855,S2,TX02291,58:29.8,LA,VERIFIED
PRD-9364,Component-9364,S5,TX02292,58:29.8,NY,FLAGGED
PRD-9674,Component-9674,S4,TX02293,58:29.8,LA,FLAGGED
PRD-9325,Component-9325,S5,TX02294,58:29.8,NY,FLAGGED
PRD-9466,Component-9466,S8,TX02295,58:29.8,Chicago,VERIFIED
PRD-9413,Component-9413,S4,TX02296,58:29.8,SF,FLAGGED
PRD-9454,Component-9454,S9,TX02297,58:29.8,SF,FLAGGED
PRD-9585,Component-9585,S7,TX02298,58:29.8,LA,FLAGGED
PRD-9232,Component-9232,S10,TX02299,58:29.8,LA,VERIFIED
PRD-9223,Component-9223,S7,TX02300,58:29.8,Chicago,FLAGGED
PRD-9993,Component-9993,S8,TX02301,58:29.8,Chicago,VERIFIED
PRD-9830,Component-9830,S6,TX02302,58:29.8,LA,FLAGGED
PRD-9411,Component-9411,S8,TX02303,58:29.8,SF,VERIFIED
PRD-9571,Component-9571,S3,TX02304,58:29.8,Chicago,FLAGGED
PRD-9334,Component-9334,S10,TX02305,58:29.8,LA,FLAGGED
PRD-9221,Component-9221,S10,TX02306,58:29.8,Chicago,FLAGGED
PRD-9036,Component-9036,S1,TX02307,58:29.8,Chicago,FLAGGED
PRD-9988,Component-9988,S6,TX02308,58:29.8,NY,FLAGGED
PRD-9277,Component-9277,S1,TX02309,58:29.8,Chicago,FLAGGED
PRD-9195,Component-9195,S9,TX02310,58:29.8,LA,FLAGGED
PRD-9915,Component-9915,S2,TX02311,58:29.8,Chicago,FLAGGED
PRD-9863,Component-9863,S2,TX02312,58:29.8,LA,FLAGGED
PRD-9483,Component-9483,S7,TX02313,58:29.8,NY,FLAGGED
PRD-9241,Component-9241,S2,TX02314,58:29.8,NY,FLAGGED
PRD-9323,Component-9323,S10,TX02315,58:29.8,SF,FLAGGED
PRD-9730,Component-9730,S8,TX02316,58:29.8,NY,FLAGGED
PRD-9191,Component-9191,S6,TX02317,58:29.8,NY,FLAGGED
PRD-9016,Component-9016,S7,TX02318,58:29.8,LA,VERIFIED
PRD-9523,Component-9523,S7,TX02319,58:29.8,SF,FLAGGED
PRD-9917,Component-9917,S6,TX02320,58:29.8,NY,VERIFIED
PRD-9400,Component-9400,S10,TX02321,58:29.8,Chicago,FLAGGED
PRD-9905,Component-9905,S9,TX02322,58:29.8,SF,FLAGGED
PRD-9885,Component-9885,S9,TX02323,58:29.8,NY,FLAGGED
PRD-9704,Component-9704,S7,TX02324,58:29.8,SF,FLAGGED
PRD-9021,Component-9021,S9,TX02325,58:29.8,NY,FLAGGED
PRD-9473,Component-9473,S10,TX02326,58:29.8,LA,FLAGGED
PRD-9119,Component-9119,S3,TX02327,58:29.8,SF,FLAGGED
PRD-9209,Component-9209,S3,TX02328,58:29.8,SF,FLAGGED
PRD-9305,Component-9305,S1,TX02329,58:29.8,NY,FLAGGED
PRD-9269,Component-9269,S5,TX02330,58:29.8,SF,VERIFIED
PRD-9703,Component-9703,S4,TX02331,58:29.8,NY,VERIFIED
PRD-9686,Component-9686,S2,TX02332,58:29.8,Chicago,FLAGGED
PRD-9284,Component-9284,S9,TX02333,58:29.8,SF,FLAGGED
PRD-9715,Component-9715,S3,TX02334,58:29.8,SF,FLAGGED
PRD-9675,Component-9675,S8,TX02335,58:29.8,LA,FLAGGED
PRD-9762,Component-9762,S6,TX02336,58:29.8,LA,FLAGGED
PRD-9226,Component-9226,S5,TX02337,58:29.8,SF,FLAGGED
PRD-9947,Component-9947,S1,TX02338,58:29.8,LA,FLAGGED
PRD-9380,Component-9380,S4,TX02339,58:29.8,SF,FLAGGED
PRD-9459,Component-9459,S3,TX02340,58:29.8,NY,FLAGGED
PRD-9006,Component-9006,S1,TX02341,58:29.8,SF,FLAGGED
PRD-9028,Component-9028,S5,TX02342,58:29.8,SF,VERIFIED
PRD-9906,Component-9906,S6,TX02343,58:29.8,Chicago,FLAGGED
PRD-9032,Component-9032,S2,TX02344,58:29.8,LA,FLAGGED
